      player_id       player_name  Tier  Final_agg_score  agg_PR_score  agg_RunD_score  Situational_score        apy                  Role    Est_APY    Pay_flag  Tier_APY_Z
208  00-0039427            S.Byrd     5         0.000000           NaN             NaN           0.000000   1.005000           Replacement   1.797379  FairlyPaid   -0.168173
209  00-0034682           G.Avery     5         0.000000           NaN             NaN           6.600000   0.383400           Replacement   1.797379  FairlyPaid   -0.419771
210  00-0029412           V.Curry     5         0.000000           NaN             NaN           0.000000   1.300000           Replacement   1.797379  FairlyPaid   -0.048769
211  00-0036967           J.Tryon     5         0.000000           NaN             NaN          39.400000   4.750000           Replacement   1.797379  FairlyPaid    1.347647
212  00-0034373       D.Armstrong     5         0.000000           NaN             NaN          80.466667  11.000000           Replacement   1.797379    OverPaid    3.877386
213  00-0033324           T.Bower     5         0.000000           NaN             NaN           0.000000   1.080000           Replacement   1.797379  FairlyPaid   -0.137816
214  00-0038404             T.Leo     5         0.000000           NaN             NaN           0.000000   0.234000           Replacement   1.797379  FairlyPaid   -0.480241
215  00-0036050         B.Potoa'e     5         0.000000           NaN             NaN           0.000000   0.216000           Replacement   1.797379  FairlyPaid   -0.487527
216  00-0030511        B.Williams     5         0.000000           NaN             NaN           2.000000   0.358200           Replacement   1.797379  FairlyPaid   -0.429970
217  00-0031615           C.Ringo     5         0.000000           NaN             NaN           0.000000   1.035000           Replacement   1.797379  FairlyPaid   -0.156030
218  00-0039859          B.Dorlus     5         0.000000           NaN             NaN           0.000000   1.210599           Replacement   1.797379  FairlyPaid   -0.084955
219  00-0038983        B.Thompson     5         0.000000           NaN             NaN           0.000000   1.027912           Replacement   1.797379  FairlyPaid   -0.158899
220  00-0038985          K.Coburn     5         0.000000           NaN             NaN           0.000000   1.030000           Replacement   1.797379  FairlyPaid   -0.158054
221  00-0031241         D.Kennard     5         0.000000           NaN             NaN           0.000000   1.120000           Replacement   1.797379  FairlyPaid   -0.121626
222  00-0030421         J.Collins     5         0.000000           NaN             NaN           0.000000   0.356066           Replacement   1.797379  FairlyPaid   -0.430834
223  00-0039143          I.Foskey     5         0.000000           NaN             NaN           1.000000   1.145000           Replacement   1.797379  FairlyPaid   -0.111507
224  00-0039879         J.Solomon     5         0.000000           NaN             NaN          10.600000   1.068569           Replacement   1.797379  FairlyPaid   -0.142443
225  00-0030010        B.Copeland     5         0.000000           NaN             NaN           4.000000   0.277200           Replacement   1.797379  FairlyPaid   -0.462756
226  00-0033746         A.Barrett     5         0.000000           NaN             NaN           0.000000   1.030000           Replacement   1.797379  FairlyPaid   -0.158054
